ホクロがあるのが私の特徴です;The there is a huge mole on the face is my features.;0;0;0;20210613195119
いいこともあれば、悪いこともある; Some say that, there is also a bad thing.;0;0;0;20210613195119
彼は独学で日本語を勉強しています;He has been studying Japanese on his own.;0;0;0;20210613195119
彼には映画監督になるという夢があります;He has a dream of becoming a film director.;0;0;0;20210613195119
目は一重で、黒目の部分は小さいです;Eye is single, part of the iris is small.;0;0;0;20210613195119
君の声は高くもないし低くもないね;It does not even lower to also not high your voice.;0;0;0;20210613195119
指は細くて長く、綺麗な手をしています;Finger is long and thin, and has a beautiful hand.;0;0;0;20210613195119
どうすれば、この気持を抑えられるのだろう;How, I wonder suppress this feeling.;0;0;0;20210613195119
奴のポケットの中には銃が入っているかもしれない;It might contain a gun in the guy in the pocket.;0;0;0;20210613195119
腹が減っている時に目の前にケーキを出されたら食べるしかないだろう;It would not only eat Once issued the cake in front of the eyes when the stomach is reduced.;0;0;0;20210613195119
男はハンバーガーに勢い良くかぶりついた;The man Kaburitsui vigorously to hamburger.;0;0;0;20210613195119
あのリスは、一体どこに住んでいるんだろう;That squirrel, I wonder who lives in anywhere together.;0;0;0;20210613195119
今日は十時間も日本語を勉強した;I was also studying Japanese ten hours today.;0;0;0;20210613195119
もうすっかり大人の顔つきになったね;It became an adult countenance another completely.;0;0;0;20210613195119
三女は今年から大学生です;Third daughter is a college student from this year.;0;0;0;20210613195119
そんな話は聞いたことがない;I've never heard of such a story.;0;0;0;20210613195119
どこかに静かに読書ができるところはないかな;I wonder if there is no place that can quietly reading somewhere.;0;0;0;20210613195119
彼女いない歴３０年です;Is she had not gravel 30 years.;0;0;0;20210613195119
チャンスはいつかやって来る;Chances are coming someday.;0;0;0;20210613195119
ここが俺のお袋の墓だよ;Here's the grave of my mother.;0;0;0;20210613195119
そして、俺達は付き合うことになった;And, ours was supposed to mingle.;0;0;0;20210613195119
いつか世界中を旅してみたいなと思う;I think someday I want try to travel around the world.;0;0;0;20210613195119
今日の敵は明日の友だちさ;Today's enemy is a friend of tomorrow.;0;0;0;20210613195119
女だからって馬鹿にしないで;Not to fool them because they're a woman.;0;0;0;20210613195119
親父と喧嘩して家を出たんだ;I was out of the house to quarrel with my father.;0;0;0;20210613195119
いつも人の悪口ばっかり聞かされて、気がめいるよ;Always heard only bad things about people, mind depressing.;0;0;0;20210613195119
今、お蕎麦を湯がいてるから;Now, because they have the hot water the soba.;0;0;0;20210613195119
バク転が出来るなんて、大したもんだな;Backflip is Nante can, it's a big deal mon.;0;0;0;20210613195119
しかし、今日はえらく冷えるね;However, it cools Eraku today.;0;0;0;20210613195119
入院をするため、しばらくお休みします;To the hospital, and then rest for a while.;0;0;0;20210613195119
俺には今まで友だちがいなかった;I in did not have friends until now.;0;0;0;20210613195119
あの時、俺はどうかしてたんだ;At that time, I'm had somehow.;0;0;0;20210613195119
僕はピーナッツバターが大好きだ;I would love peanut butter.;0;0;0;20210613195119
確かその本は棚の上にしまっていたはずだよ;Certainly the book should have been put away on a shelf.;0;0;0;20210613195119
パスポートを引き出しにしまう;Put away in a drawer the passport.;0;0;0;20210613195119
山の方で何かが光った;Something in the way of the mountain was glowing.;0;0;0;20210613195119
そこにレーズンをこぼしてしまった;I spilled the raisins in there.;0;0;0;20210613195119
あなたとお会いできて良かったです;It was good to meet you and you.;0;0;0;20210613195119
その言葉を初めて聞きました;I heard for the first time the word.;0;0;0;20210613195119
まだ耳がキーンとしています;It is still with Keane ear.;0;0;0;20210613195119
三日風呂に入ってないから頭が痒い;Itchy the head because not within the three days bath.;0;0;0;20210613195119
辛いものを食べたから口がヒリヒリしている;Mouth is tingling because I eat spicy things.;0;0;0;20210613195119
風鈴の音は、心を落ち着かせますね;The sound of wind chimes is, it calms the mind.;0;0;0;20210613195119
このままずっと二人で一緒にいれたらいいね;I wish I put together in this state all the way two people.;0;0;0;20210613195119
あなたの子がお腹にいるの;Of your child is in the stomach.;0;0;0;20210613195119
人間と動物の違いは何だと思いますか;What do you think is the difference between humans and animals.;0;0;0;20210613195119
またいつかどこかでお会いしましょう;See you somewhere someday.;0;0;0;20210613195119
部長、山口様がお見えです;Director, is seen Yamaguchi like our.;0;0;0;20210613195119
もっと効率がいい方法を考えるべきです;We should consider more efficient is a good way.;0;0;0;20210613195119
仕方なく、ゴミ拾いを続けました;Reluctantly, we continued to pick up trash.;0;0;0;20210613195119
ベッドと床の間に、これが隠してあったの;In the alcove and a bed, of which had been hidden.;0;0;0;20210613195119
ろうそくを五本買いたいんですが;I'd like to buy five present a candle.;0;0;0;20210613195119
でも、歯がザラザラしていて気持ちが悪いです;But, the feeling is bad if you are rough teeth.;0;0;0;20210613195119
この気持は、心の内にそっと仕舞っておきます;This feeling, leave quietly gone within the heart.;0;0;0;20210613195119
冷たい言葉が心にグサリと突き刺さりました;Cold words have stuck with Gusari in mind.;0;0;0;20210613195119
だが、彼にはまだ希望もあった;But, he was still also hope.;0;0;0;20210613195119
トイレに行くなら、これを持って行きなさい;If you go to the bathroom, and go with it.;0;0;0;20210613195119
食べたらすぐに洗い物をしなさい;Do the washing up as soon as you eat.;0;0;0;20210613195119
彼女の姿が見えなくなるまで手を振った;Her appearance waved until no longer visible.;0;0;0;20210613195119
このロボットは、同じ言葉しか言わない;The robot, do not say only the same words.;0;0;0;20210613195119
こんな結果になるとは、思いもよらなかった;And is made in such a result, it did not depend.;0;0;0;20210613195119
お茶を出すつもりだったんですが、お茶っ葉を切らしてしまっていて;I was going to put out a cup of tea, but have gone run out of Ochahha.;0;0;0;20210613195119
こんなに大きな家、見たことありません;It is not that so large house, saw.;0;0;0;20210613195119
四時になったらテレビを付けてみて;Try with a TV Once you become a four o'clock.;0;0;0;20210613195119
子供は知る必要のないことだ;Children's that there is no need to know.;0;0;0;20210613195119
全くあいつは聞く耳を持たないんだから;At all because the guy does not have an ear to hear.;0;0;0;20210613195119
部屋の壁に、秘密の鍵穴を見つけた;On the walls of the room, I found the keyhole of the secret.;0;0;0;20210613195119
ダンベルを持つ腕が震える;Tremble the arm with a dumbbell.;0;0;0;20210613195119
こう暑いと、何もする気が起きない;When this hot, does not occur willing to do anything.;0;0;0;20210613195119
私の父の足は、いつも少し臭い;My father's feet, always a little smell.;0;0;0;20210613195119
日ざしが眩しくて、目を細めた;By day piercing is bright, eyes narrowed.;0;0;0;20210613195119
年をとっていく自分を記録していく;Continue to record their going to take a year.;0;0;0;20210613195119
昼ごはんの時間ですよ;Is the time of lunch.;0;0;0;20210613195119
えいちゃんと遊びに行く;Go to EI-chan and play.;0;0;0;20210613195119
犯人がコンビニに入る瞬間の映像です;It is the moment of the video that criminal enters the convenience store.;0;0;0;20210613195119
鏡台の下に口紅が落ちていた;Lipstick had fallen under the dressing table.;0;0;0;20210613195119
冬の寒さがより一層身にしみた;The cold of winter has tried to further themselves.;0;0;0;20210613195119
力では負けるが口では負けない;But not lose the mouth lose in force.;0;0;0;20210613195119
後から負け惜しみを言うのは格好悪いでしょ;Looking probably bad to say sour grapes at a later time.;0;0;0;20210613195119
こんなに切ない気持ちを感じるのは、これが初めてです;The feel so painful feelings, this is the first time.;0;0;0;20210613195119
おまけを付けることはできますか;Is it possible to put a bonus.;0;0;0;20210613195119
もうちょっとだけ恋人のふりをしてください;Please pretend the other a little bit lover.;0;0;0;20210613195119
熱が三十九度も出ました;Heat came out also thirty-nine degrees.;0;0;0;20210613195119
あなたの気持ちは痛いほどわかるよ;Your feelings can be seen painfully.;0;0;0;20210613195119
相手から返事がこないのに手紙を書くのはむなしい;Vain to write a letter to is not this reply from the other party.;0;0;0;20210613195119
今日はただぼんやりして一日を過ごした;I spent just vaguely to the day today.;0;0;0;20210613195119
世界で活躍する大人になりたい;I want to be an adult to be active in the world.;0;0;0;20210613195119
いや、そんなこと言われても無理ですよ;No, is impossible even said such a thing.;0;0;0;20210613195119
お箸の先で、人参をつついた;With chopsticks earlier, it was poked carrots.;0;0;0;20210613195119
このゲームもういらないから君にあげる;Raise to you because I do not need this game anymore.;0;0;0;20210613195119
だからデートの前に鼻毛はちゃんと剃るように言ったじゃない;So nose hair before a date is not a told me to shave properly.;0;0;0;20210613195119
犬と少女が、浜辺をかけていった;Dog and girl, went over the beach.;0;0;0;20210613195119
彼と一緒にいると胸がドキドキする;Chest-pounding to be with him.;0;0;0;20210613195119
首にタトゥーを彫ろうと思ってるんだ;I'm going to holo a tattoo on the neck.;0;0;0;20210613195119
体のデッサンは難しいよね;It's difficult body of drawings.;0;0;0;20210613195119
大抵のモデルの足は、スラリと長い;Foot of most models, the slurry and long.;0;0;0;20210613195119
君がそんな女だとは知らなかった;You did not know is that it is such a woman.;0;0;0;20210613195119
お前の作る餃子は本当に美味しいな;You're a really delicious dumplings to make.;0;0;0;20210613195119
一つだけ教えてください;Please tell me one thing.;0;0;0;20210613195119
趣味は本を読むことです;Hobby is to read a book.;0;0;0;20210613195119
子供は寝る時間ですよ;Is the time to sleep children.;0;0;0;20210613195119
今日は営業で六軒得意先を回った;Was around six hotels customers in the business today.;0;0;0;20210613195119
ここは夜は星がとても綺麗です;This evening star is very beautiful.;0;0;0;20210613195119
